timestamp,target_temp,temp_ext,power,temp_int
2024-01-01T17:55:00,20.0,-0.15,85.34,19.9964
2024-01-01T18:00:00,20.0,0.07,77.44,19.9916
2024-01-01T18:05:00,20.0,-0.17,77.44,19.985
2024-01-01T18:10:00,20.0,0.06,77.44,19.9802
2024-01-01T18:15:00,20.0,-0.11,80.78,19.9811
2024-01-01T18:20:00,20.0,0.2,80.78,19.9845
2024-01-01T18:25:00,20.0,-0.07,80.78,19.9856
2024-01-01T18:30:00,20.0,-0.03,78.92,19.9832
2024-01-01T18:35:00,20.0,0.17,78.92,19.9825
2024-01-01T18:40:00,20.0,-0.07,78.92,19.9798
2024-01-01T18:45:00,20.0,-0.09,85.6,19.991
2024-01-01T18:50:00,20.0,0.13,85.6,20.0038
2024-01-01T18:55:00,20.0,0.28,85.6,20.0177
2024-01-01T19:00:00,20.0,0.27,75.02,20.0094
2024-01-01T19:05:00,20.0,0.21,75.02,20.0007
2024-01-01T19:10:00,20.0,0.13,75.02,19.9914
2024-01-01T19:15:00,20.0,0.29,82.89,19.9999
2024-01-01T19:20:00,20.0,0.32,82.89,20.0086
2024-01-01T19:25:00,20.0,0.34,82.89,20.0174
2024-01-01T19:30:00,20.0,0.21,80.82,20.0207
2024-01-01T19:35:00,20.0,0.45,80.82,20.0261
2024-01-01T19:40:00,20.0,0.59,80.82,20.0324
2024-01-01T19:45:00,20.0,0.65,73.26,20.0235
2024-01-01T19:50:00,20.0,0.69,73.26,20.0151
2024-01-01T19:55:00,20.0,0.58,73.26,20.0058
2024-01-01T20:00:00,20.0,0.61,76.22,20.003
2024-01-01T20:05:00,20.0,0.69,76.22,20.0008
2024-01-01T20:10:00,20.0,0.57,76.22,19.9977
2024-01-01T20:15:00,20.0,0.85,76.23,19.9969
2024-01-01T20:20:00,20.0,0.73,76.23,19.9952
2024-01-01T20:25:00,20.0,0.83,76.23,19.9943
2024-01-01T20:30:00,20.0,0.84,77.62,19.9964
2024-01-01T20:35:00,20.0,0.94,77.62,19.9993
2024-01-01T20:40:00,20.0,1.24,77.62,20.0046
2024-01-01T20:45:00,20.0,1.35,75.58,20.0066
2024-01-01T20:50:00,20.0,1.15,75.58,20.0069
2024-01-01T20:55:00,20.0,1.27,75.58,20.0082
2024-01-01T21:00:00,20.0,1.55,69.02,19.9982
2024-01-01T21:05:00,20.0,1.4,69.02,19.9869
2024-01-01T21:10:00,20.0,1.36,69.02,19.9755
2024-01-01T21:15:00,20.0,1.56,71.14,19.9702
2024-01-01T21:20:00,20.0,1.73,71.14,19.9664
2024-01-01T21:25:00,20.0,1.96,71.14,19.9645
2024-01-01T21:30:00,20.0,2.04,74.07,19.9694
2024-01-01T21:35:00,20.0,2.08,74.07,19.9747
2024-01-01T21:40:00,20.0,2.17,74.07,19.9806
2024-01-01T21:45:00,20.0,2.33,72.86,19.9852
2024-01-01T21:50:00,20.0,2.34,72.86,19.99
2024-01-01T21:55:00,20.0,2.27,72.86,19.9942
2024-01-01T22:00:00,20.0,2.35,73.77,20.0008
2024-01-01T22:05:00,20.0,2.35,73.77,20.0074
2024-01-01T22:10:00,20.0,2.53,73.77,20.0155
2024-01-01T22:15:00,20.0,2.57,69.77,20.0154
2024-01-01T22:20:00,20.0,2.74,69.77,20.0168
2024-01-01T22:25:00,20.0,3.0,69.77,20.0204
2024-01-01T22:30:00,20.0,2.95,70.8,20.0256
2024-01-01T22:35:00,20.0,3.13,70.8,20.0323
2024-01-01T22:40:00,20.0,3.35,70.8,20.0409
2024-01-01T22:45:00,20.0,3.3,63.8,20.0342
2024-01-01T22:50:00,20.0,3.52,63.8,20.0295
2024-01-01T22:55:00,20.0,3.51,63.8,20.0248
2024-01-01T23:00:00,20.0,3.63,66.53,20.0268
2024-01-01T23:05:00,20.0,3.51,66.53,20.0278
2024-01-01T23:10:00,20.0,3.98,66.53,20.0327
2024-01-01T23:15:00,20.0,4.04,65.76,20.0364
2024-01-01T23:20:00,20.0,4.14,65.76,20.041
2024-01-01T23:25:00,20.0,4.02,65.76,20.0445
2024-01-01T23:30:00,20.0,4.09,58.31,20.0331
2024-01-01T23:35:00,20.0,4.51,58.31,20.0252
2024-01-01T23:40:00,20.0,4.58,58.31,20.018
2024-01-01T23:45:00,20.0,4.39,64.84,20.0228
2024-01-01T23:50:00,20.0,4.53,64.84,20.0288
2024-01-01T23:55:00,20.0,4.78,64.84,20.0368
2024-01-02T00:00:00,20.0,4.88,56.95,20.0292
2024-01-02T00:05:00,20.0,5.0,56.95,20.0226
2024-01-02T00:10:00,20.0,4.97,56.95,20.0158
2024-01-02T00:15:00,20.0,5.25,53.56,20.0044
2024-01-02T00:20:00,20.0,5.34,53.56,19.9937
2024-01-02T00:25:00,20.0,5.5,53.56,19.9845
2024-01-02T00:30:00,20.0,5.53,55.33,19.9794
2024-01-02T00:35:00,20.0,5.73,55.33,19.9759
2024-01-02T00:40:00,20.0,5.61,55.33,19.9714
2024-01-02T00:45:00,20.0,5.99,61.25,19.9825
2024-01-02T00:50:00,20.0,6.04,61.25,19.9939
2024-01-02T00:55:00,20.0,5.91,61.25,20.0041
2024-01-02T01:00:00,20.0,6.21,51.63,19.9967
2024-01-02T01:05:00,20.0,6.25,51.63,19.9898
2024-01-02T01:10:00,20.0,6.38,51.63,19.9839
2024-01-02T01:15:00,20.0,6.58,58.33,19.9937
2024-01-02T01:20:00,20.0,6.45,58.33,20.0023
2024-01-02T01:25:00,20.0,6.54,58.33,20.0116
2024-01-02T01:30:00,20.0,6.98,49.55,20.0063
2024-01-02T01:35:00,20.0,6.94,49.55,20.0006
2024-01-02T01:40:00,20.0,7.01,49.55,19.9956
2024-01-02T01:45:00,20.0,6.91,52.06,19.9951
2024-01-02T01:50:00,20.0,7.25,52.06,19.9973
2024-01-02T01:55:00,20.0,7.21,52.06,19.9992
2024-01-02T02:00:00,20.0,7.4,54.77,20.0083
2024-01-02T02:05:00,20.0,7.53,54.77,20.0184
2024-01-02T02:10:00,20.0,7.75,54.77,20.0302
2024-01-02T02:15:00,20.0,7.55,53.08,20.0368
2024-01-02T02:20:00,20.0,7.79,53.08,20.0453
2024-01-02T02:25:00,20.0,8.01,53.08,20.0557
2024-01-02T02:30:00,20.0,7.8,47.79,20.0531
2024-01-02T02:35:00,20.0,8.0,47.79,20.0522
2024-01-02T02:40:00,20.0,7.98,47.79,20.0512
2024-01-02T02:45:00,20.0,8.11,47.14,20.0499
2024-01-02T02:50:00,20.0,8.35,47.14,20.0506
2024-01-02T02:55:00,20.0,8.54,47.14,20.0528
2024-01-02T03:00:00,20.0,8.5,40.42,20.0408
2024-01-02T03:05:00,20.0,8.39,40.42,20.0279
2024-01-02T03:10:00,20.0,8.45,40.42,20.0156
2024-01-02T03:15:00,20.0,8.88,46.66,20.0201
2024-01-02T03:20:00,20.0,8.94,46.66,20.025
2024-01-02T03:25:00,20.0,8.85,46.66,20.029
2024-01-02T03:30:00,20.0,8.94,39.99,20.02
2024-01-02T03:35:00,20.0,8.92,39.99,20.0108
2024-01-02T03:40:00,20.0,8.96,39.99,20.002
2024-01-02T03:45:00,20.0,9.18,40.62,19.9965
2024-01-02T03:50:00,20.0,9.21,40.62,19.9912
2024-01-02T03:55:00,20.0,9.06,40.62,19.9847
2024-01-02T04:00:00,20.0,9.16,46.14,19.9905
2024-01-02T04:05:00,20.0,9.41,46.14,19.9985
2024-01-02T04:10:00,20.0,9.28,46.14,20.0053
2024-01-02T04:15:00,20.0,9.48,41.16,20.0033
2024-01-02T04:20:00,20.0,9.55,41.16,20.002
2024-01-02T04:25:00,20.0,9.73,41.16,20.0021
2024-01-02T04:30:00,20.0,9.44,43.71,20.0051
2024-01-02T04:35:00,20.0,9.49,43.71,20.0085
2024-01-02T04:40:00,20.0,9.75,43.71,20.0141
2024-01-02T04:45:00,20.0,9.64,39.19,20.0093
2024-01-02T04:50:00,20.0,9.73,39.19,20.0053
2024-01-02T04:55:00,20.0,9.71,39.19,20.0012
2024-01-02T05:00:00,20.0,9.62,41.83,20.0018
2024-01-02T05:05:00,20.0,9.87,41.83,20.0045
2024-01-02T05:10:00,20.0,9.92,41.83,20.0076
2024-01-02T05:15:00,20.0,10.03,35.57,19.9985
2024-01-02T05:20:00,20.0,9.87,35.57,19.9882
2024-01-02T05:25:00,20.0,9.97,35.57,19.9788
2024-01-02T05:30:00,20.0,9.83,45.6,19.9893
2024-01-02T05:35:00,20.0,9.86,45.6,19.9998
2024-01-02T05:40:00,20.0,10.1,45.6,20.0123
2024-01-02T05:45:00,20.0,9.84,41.55,20.0141
2024-01-02T05:50:00,20.0,10.13,41.55,20.0183
2024-01-02T05:55:00,20.0,10.1,41.55,20.0222
2024-01-02T06:00:00,20.0,10.02,33.87,20.0094
2024-01-02T06:05:00,20.0,9.8,33.87,19.9949
2024-01-02T06:10:00,20.0,10.17,33.87,19.9836
2024-01-02T06:15:00,20.0,9.81,42.75,19.9879
2024-01-02T06:20:00,20.0,10.15,42.75,19.9949
2024-01-02T06:25:00,20.0,10.1,42.75,20.0015
2024-01-02T06:30:00,20.0,9.88,35.42,19.991
2024-01-02T06:35:00,20.0,9.85,35.42,19.9803
2024-01-02T06:40:00,20.0,9.84,35.42,19.9696
2024-01-02T06:45:00,20.0,9.99,45.07,19.9804
2024-01-02T06:50:00,20.0,10.08,45.07,19.9918
2024-01-02T06:55:00,20.0,9.83,45.07,20.001
2024-01-02T07:00:00,20.0,9.78,45.42,20.0104
2024-01-02T07:05:00,20.0,9.9,45.42,20.0208
2024-01-02T07:10:00,20.0,9.67,45.42,20.0291
2024-01-02T07:15:00,20.0,9.87,39.77,20.0273
2024-01-02T07:20:00,20.0,9.59,39.77,20.0232
2024-01-02T07:25:00,20.0,9.89,39.77,20.0216
2024-01-02T07:30:00,20.0,9.64,41.07,20.0207
2024-01-02T07:35:00,20.0,9.49,41.07,20.0185
2024-01-02T07:40:00,20.0,9.73,41.07,20.0183
2024-01-02T07:45:00,20.0,9.4,41.21,20.0157
2024-01-02T07:50:00,20.0,9.36,41.21,20.0127
2024-01-02T07:55:00,20.0,9.61,41.21,20.0119
2024-01-02T08:00:00,20.0,9.43,36.77,20.0003
2024-01-02T08:05:00,20.0,9.46,36.77,19.9891
2024-01-02T08:10:00,20.0,9.39,36.77,19.9774
2024-01-02T08:15:00,20.0,9.07,48.93,19.9884
2024-01-02T08:20:00,20.0,9.26,48.93,20.001
2024-01-02T08:25:00,20.0,9.23,48.93,20.0131
2024-01-02T08:30:00,20.0,9.11,44.83,20.0157
2024-01-02T08:35:00,20.0,9.15,44.83,20.0185
2024-01-02T08:40:00,20.0,8.83,44.83,20.0187
2024-01-02T08:45:00,20.0,8.79,41.72,20.012
2024-01-02T08:50:00,20.0,8.69,41.72,20.0046
2024-01-02T08:55:00,20.0,8.84,41.72,19.9985
2024-01-02T09:00:00,20.0,8.67,41.2,19.9899
2024-01-02T09:05:00,20.0,8.61,41.2,19.981
2024-01-02T09:10:00,20.0,8.41,41.2,19.9703
2024-01-02T09:15:00,20.0,8.42,48.41,19.9749
2024-01-02T09:20:00,20.0,8.48,48.41,19.98
2024-01-02T09:25:00,20.0,8.27,48.41,19.9833
2024-01-02T09:30:00,20.0,8.24,48.96,19.9874
2024-01-02T09:35:00,20.0,8.0,48.96,19.9895
2024-01-02T09:40:00,20.0,7.9,48.96,19.9908
2024-01-02T09:45:00,20.0,8.03,50.93,19.9972
2024-01-02T09:50:00,20.0,7.83,50.93,20.002
2024-01-02T09:55:00,20.0,7.83,50.93,20.0067
2024-01-02T10:00:00,20.0,7.42,47.64,20.001
2024-01-02T10:05:00,20.0,7.42,47.64,19.9955
2024-01-02T10:10:00,20.0,7.6,47.64,19.9915
2024-01-02T10:15:00,20.0,7.48,53.93,19.9996
2024-01-02T10:20:00,20.0,7.11,53.93,20.0045
2024-01-02T10:25:00,20.0,6.98,53.93,20.0084
2024-01-02T10:30:00,20.0,7.03,49.96,20.0043
2024-01-02T10:35:00,20.0,6.84,49.96,19.9987
2024-01-02T10:40:00,20.0,6.85,49.96,19.9933
2024-01-02T10:45:00,20.0,6.86,49.12,19.9862
2024-01-02T10:50:00,20.0,6.6,49.12,19.9769
2024-01-02T10:55:00,20.0,6.68,49.12,19.9684
2024-01-02T11:00:00,20.0,6.55,52.0,19.9649
2024-01-02T11:05:00,20.0,6.47,52.0,19.9608
2024-01-02T11:10:00,20.0,6.26,52.0,19.9549
2024-01-02T11:15:00,20.0,6.22,53.75,19.9525
2024-01-02T11:20:00,20.0,6.02,53.75,19.9483
2024-01-02T11:25:00,20.0,5.72,53.75,19.9417
2024-01-02T11:30:00,20.0,5.72,63.27,19.955
2024-01-02T11:35:00,20.0,5.56,63.27,19.9669
2024-01-02T11:40:00,20.0,5.47,63.27,19.9779
2024-01-02T11:45:00,20.0,5.57,60.5,19.9839
2024-01-02T11:50:00,20.0,5.36,60.5,19.9881
2024-01-02T11:55:00,20.0,5.1,60.5,19.9901
2024-01-02T12:00:00,20.0,5.14,58.9,19.9891
2024-01-02T12:05:00,20.0,4.87,58.9,19.9858
2024-01-02T12:10:00,20.0,4.87,58.9,19.9826
2024-01-02T12:15:00,20.0,4.59,60.1,19.9795
2024-01-02T12:20:00,20.0,4.86,60.1,19.9786
2024-01-02T12:25:00,20.0,4.58,60.1,19.9755
2024-01-02T12:30:00,20.0,4.46,58.7,19.9686
2024-01-02T12:35:00,20.0,4.54,58.7,19.9623
2024-01-02T12:40:00,20.0,4.38,58.7,19.9547
2024-01-02T12:45:00,20.0,3.96,62.24,19.9511
2024-01-02T12:50:00,20.0,3.92,62.24,19.9472
2024-01-02T12:55:00,20.0,4.11,62.24,19.9449
2024-01-02T13:00:00,20.0,3.89,63.13,19.9426
2024-01-02T13:05:00,20.0,3.66,63.13,19.9384
2024-01-02T13:10:00,20.0,3.49,63.13,19.9329
2024-01-02T13:15:00,20.0,3.56,65.83,19.9336
2024-01-02T13:20:00,20.0,3.49,65.83,19.9337
2024-01-02T13:25:00,20.0,3.27,65.83,19.932
2024-01-02T13:30:00,20.0,3.02,66.53,19.9297
2024-01-02T13:35:00,20.0,3.11,66.53,19.9281
2024-01-02T13:40:00,20.0,3.1,66.53,19.9265
2024-01-02T13:45:00,20.0,2.81,76.13,19.9424
2024-01-02T13:50:00,20.0,2.93,76.13,19.9593
2024-01-02T13:55:00,20.0,2.76,76.13,19.9746
2024-01-02T14:00:00,20.0,2.7,65.78,19.9676
2024-01-02T14:05:00,20.0,2.49,65.78,19.959
2024-01-02T14:10:00,20.0,2.53,65.78,19.9508
2024-01-02T14:15:00,20.0,2.37,76.86,19.9644
2024-01-02T14:20:00,20.0,2.3,76.86,19.9774
2024-01-02T14:25:00,20.0,2.19,76.86,19.9892
2024-01-02T14:30:00,20.0,1.97,71.82,19.9887
2024-01-02T14:35:00,20.0,2.01,71.82,19.9885
2024-01-02T14:40:00,20.0,1.84,71.82,19.9869
2024-01-02T14:45:00,20.0,1.79,76.05,19.9937
2024-01-02T14:50:00,20.0,1.73,76.05,19.9999
